"nome","partido","uf","cargo","sequencial"
"MARCO TULIO HOLANDA","PSC","CE","DEPUTADO ESTADUAL",60000000040
"MARIA DO CARMO MAIA PEREIRA","PSC","CE","DEPUTADO ESTADUAL",60000000041
"JOSE MARIA DE CARVALHO","PSC","CE","DEPUTADO ESTADUAL",60000000042
"RAQUEL FERREIRA DE MATOS","PSC","CE","DEPUTADO ESTADUAL",60000000043
"CRISTIANE MARTINS ELEUTERIO","PSC","CE","DEPUTADO ESTADUAL",60000000044
"MARIA OGERLANIA FREITAS RAULINO","PSC","CE","DEPUTADO ESTADUAL",60000000045
"MARIA ODELANIA FREITAS RAULINO","PSC","CE","DEPUTADO ESTADUAL",60000000046
"TATIANA SABINO DA SILVA","PSC","CE","DEPUTADO ESTADUAL",60000000047
"MARIA SANDRA DE FREITAS","PSC","CE","DEPUTADO ESTADUAL",60000000048
"FRANCISCO ANTONIO BARROS DOS SANTOS","PSC","CE","DEPUTADO ESTADUAL",60000000049
"MARCOS AURELIO BEZERRA GOMES","PSC","CE","DEPUTADO ESTADUAL",60000000050
"MARLUCE DA SILVA VIEIRA","PSC","CE","DEPUTADO ESTADUAL",60000000051
"LENIRA FERREIRA DANTAS","PSC","CE","DEPUTADO ESTADUAL",60000000052
"EULOGIO ALVES DE MELO NETO","PSC","CE","DEPUTADO ESTADUAL",60000000053
"ANTONIO FRANCISCO DE OLIVEIRA","PSC","CE","DEPUTADO ESTADUAL",60000000054
"MARIA VANDERLEA ARRUDA CUNHA","PSC","CE","DEPUTADO ESTADUAL",60000000055
"EDULIA MARIA GOMES MATIAS ROCHA","PSC","CE","DEPUTADO ESTADUAL",60000000056
"FRANCISCO WELLINGTON SABOIA VITORINO","PSC","CE","DEPUTADO ESTADUAL",60000000057
"MARIA OBERLANIA FREITAS RAULINO","PSC","CE","DEPUTADO ESTADUAL",60000000058
"FRANCISCA MARIA FONTENELE DE ALBUQUERQUE","PSC","CE","DEPUTADO ESTADUAL",60000000059
"LEONIZA RIBEIRO DA SILVA","PSC","CE","DEPUTADO ESTADUAL",60000000060
"ANTONIO AGENOR CAVALCANTE MOTA","PSC","CE","DEPUTADO ESTADUAL",60000000061
"LUIZ GONZAGA RODRIGUES DE LIMA","PSC","CE","DEPUTADO ESTADUAL",60000000062
"BRENDA DE SOUSA VIEIRA","PSC","CE","DEPUTADO ESTADUAL",60000000063
"ADRIANO ROBERTO DO VALE","PSB","CE","DEPUTADO FEDERAL",60000000064
"ORLANGELO ALMEIDA PEREIRA","PSB","CE","DEPUTADO FEDERAL",60000000065
"RAIMUNDO FLAVIO FERREIRA FRANCA","PSB","CE","DEPUTADO FEDERAL",60000000066
"HERLITO JOSE LOPES FREIRE","PSB","CE","DEPUTADO FEDERAL",60000000067
"PAULO AYRTON LINHARES FEIJÃO","PSB","CE","DEPUTADO FEDERAL",60000000068
"PAULO CESAR PAIVA DE SOUZA LIMA","PSB","CE","DEPUTADO FEDERAL",60000000069
"JOÃO BATISTA DE CASTRO ABREU","PSB","CE","DEPUTADO ESTADUAL",60000000070
"ANTÔNIO ALMIR DE SOUSA","PSB","CE","DEPUTADO FEDERAL",60000000071
"MARIA DE FÁTIMA ALVES PAIVA","PSB","CE","DEPUTADO FEDERAL",60000000072
"GRACIA MARIA LAFAYETE SANTOS","PSB","CE","DEPUTADO FEDERAL",60000000073
"MARIA DE LOURDES DA SILVA BARBOSA","PSB","CE","DEPUTADO FEDERAL",60000000074
"ERIK RANNY PINHEIRO","PSB","CE","DEPUTADO FEDERAL",60000000075
"CARLOS ALBERTO SOUSA MADEIRA","PSB","CE","DEPUTADO FEDERAL",60000000076
"EUCLIDES JUNIOR FERNANDES","PSB","CE","DEPUTADO FEDERAL",60000000077
"MARIA LETICE OLIVEIRA","PSB","CE","DEPUTADO ESTADUAL",60000000078
"ANTONIO CARLOS DE SA BRANDAO","PSB","CE","DEPUTADO FEDERAL",60000000079
"FRANCISCO CARLOS MACEDO TAVARES","PSB","CE","DEPUTADO FEDERAL",60000000080
"PETRONIO PEREIRA DE SOUZA","PSB","CE","DEPUTADO ESTADUAL",60000000081
"LUIS EDGARD NOVAIS CORREIA","PSB","CE","DEPUTADO FEDERAL",60000000082
"PAULO ROBERTO BERNARDO DA SILVA","PSB","CE","DEPUTADO FEDERAL",60000000083
"FRANCISCO ERNESTO MARTINS DA SILVA","PSB","CE","DEPUTADO FEDERAL",60000000084
"RAIMUNDO DIAS ANGELIM","PSB","CE","DEPUTADO FEDERAL",60000000085
"BRUNO FERREIRA DE SOUSA","PSB","CE","DEPUTADO ESTADUAL",60000000086
"LEDA MARIA DO NASCIMENTO PEREIRA","PSB","CE","DEPUTADO FEDERAL",60000000087
"MARIGISA LIMA DA PAZ","PSB","CE","DEPUTADO FEDERAL",60000000088
"WELLINGTON SILVA BRITO","PSB","CE","DEPUTADO FEDERAL",60000000089
"JADSON SARTO ANGELO OLIVEIRA DE PONTES","PSB","CE","DEPUTADO FEDERAL",60000000090
"GEOVANA MARIA CARTAXO DE ARRUDA FREIRE","PSB","CE","SENADOR",60000000091
"GERALDO CADEIRA DE OLIVEIRA","PSB","CE","2º SUPLENTE",60000000092
"ELIANE NOVAES ELEUTERIO TEIXEIRA","PSB","CE","GOVERNADOR",60000000093
"LEONARDO DE BAYMA REBOUÇAS","PSB","CE","VICE-GOVERNADOR",60000000094
"MARIA VALDA DE ALBUQUERQUE","PSB","CE","1º SUPLENTE",60000000095
"ELIANE MARIA LIMA QUEIROZ","PSB","CE","DEPUTADO FEDERAL",60000000096
"DOMINGOS SAVIO BEZERRA GONÇALVES","PSB","CE","DEPUTADO FEDERAL",60000000097
"GERALDO VIEIRA JÚNIOR","PSB","CE","DEPUTADO FEDERAL",60000000098
"RAIMUNDO MARQUES DA CUNHA","PC do B","CE","DEPUTADO ESTADUAL",60000000134
"LUIZ ALDIR DA SILVA","PC do B","CE","DEPUTADO ESTADUAL",60000000135
"RAIMUNDO JOSÉ ARRUDA BASTOS","PC do B","CE","DEPUTADO ESTADUAL",60000000136
"JOSÉ ROBERTO MENDES SOUZA","PC do B","CE","DEPUTADO ESTADUAL",60000000137
"ANTONIO AUCELIO FELIPE COUTINHO","PC do B","CE","DEPUTADO ESTADUAL",60000000138
"ANA PAULA BRANDÃO DA SILVA","PC do B","CE","DEPUTADO ESTADUAL",60000000139
"AUGUSTA BRITO DE PAULA","PC do B","CE","DEPUTADO ESTADUAL",60000000140
"PAULO SERGIO FEITOSA CORDEIRO","PC do B","CE","DEPUTADO ESTADUAL",60000000141
"JOÃO BOSCO DOS SANTOS","PC do B","CE","DEPUTADO ESTADUAL",60000000142
"MARIA APARECIDA PEREIRA DE ALBUQUERQUE","PC do B","CE","DEPUTADO ESTADUAL",60000000143
"CARLOS FELIPE SARAIVA BEZERRA","PC do B","CE","DEPUTADO ESTADUAL",60000000144
"FRANCISCO JOSÉ DE SOUSA","PC do B","CE","DEPUTADO ESTADUAL",60000000145
"FRANCISCO JONAS FREITAS DA SILVA","PC do B","CE","DEPUTADO ESTADUAL",60000000146
"LUIZA ELLITA TOME BEZERRA","PC do B","CE","DEPUTADO ESTADUAL",60000000147
"RONALDO SOUZA MONTEIRO","PC do B","CE","DEPUTADO ESTADUAL",60000000148
"MARIA LIDUINA FONTELES","PC do B","CE","DEPUTADO ESTADUAL",60000000149
"CRISTIANE COLARES MUNIZ","PC do B","CE","DEPUTADO ESTADUAL",60000000150
"EMILIO ARAÚJO DA SILVA","PC do B","CE","DEPUTADO ESTADUAL",60000000151
"ACACI ANTONIO DE AMORIM","PC do B","CE","DEPUTADO ESTADUAL",60000000152
"FRANCISCO DE ASSIS ARAUJO","PC do B","CE","DEPUTADO ESTADUAL",60000000153
"JOÃO BARRETO PESSOA","PC do B","CE","DEPUTADO ESTADUAL",60000000154
"JARILSON ALEXANDRE AIRES","PC do B","CE","DEPUTADO ESTADUAL",60000000155
"LUIZ CARLOS SILVA","PC do B","CE","DEPUTADO ESTADUAL",60000000156
"FRANCISCA HELENA FERNANDES FRANÇA","PC do B","CE","DEPUTADO ESTADUAL",60000000157
"RINALDO CRUZ SARAIVA LANDIM","PC do B","CE","DEPUTADO ESTADUAL",60000000158
"JONH CHRISTIAM LOBATCHEVSKY CAVALCANTE COSTA","PC do B","CE","DEPUTADO ESTADUAL",60000000159
"JOSÉ MARCONI DE GOES SALES","PC do B","CE","DEPUTADO ESTADUAL",60000000160
"JOSE ORLEANS AGUIAR CARNEIRO","PC do B","CE","DEPUTADO ESTADUAL",60000000161
"MIRIAM FERREIRA DE ALENCAR","PC do B","CE","DEPUTADO ESTADUAL",60000000162
"MARCIA VIEIRA COELHO","PC do B","CE","DEPUTADO ESTADUAL",60000000163
"JOSE WILLIAMS SARMENTO DANTAS","PC do B","CE","DEPUTADO ESTADUAL",60000000164
"MOACYR RODRIGUES SERPA NETO","PC do B","CE","DEPUTADO ESTADUAL",60000000165
"GEORGE LOPES VALENTIM","PC do B","CE","DEPUTADO ESTADUAL",60000000166
"LIVIA OLIVEIRA DE MENESES","PC do B","CE","DEPUTADO ESTADUAL",60000000167
"LUCIA MARIA DA COSTA","PC do B","CE","DEPUTADO ESTADUAL",60000000168
"LUIZ CARLOS ANDRADE MORAIS","PC do B","CE","DEPUTADO ESTADUAL",60000000169
"MARGARIDA MARIA LOUREIRO MAIA ROCHA CAMPELO","PC do B","CE","DEPUTADO ESTADUAL",60000000170
"ROBERTO SCHUSTER LOPES BARROS","PC do B","CE","DEPUTADO ESTADUAL",60000000171
"LÚCIA BENÍCIO PEREIRA","PC do B","CE","DEPUTADO ESTADUAL",60000000172
"JARBAS BEZERRA XAVIER","PC do B","CE","DEPUTADO ESTADUAL",60000000173
"ANTONIO FERNANDES DA SILVA FILHO","DEM","CE","DEPUTADO FEDERAL",60000000243
"BENJAMIM DA SILVA LIMA","DEM","CE","DEPUTADO FEDERAL",60000000244
"ANA PAULA ALVES FERREIRA","DEM","CE","DEPUTADO FEDERAL",60000000245
"MORONI BING TORGAN","DEM","CE","DEPUTADO FEDERAL",60000000246
"JOÃO ARTHUR PESSOA DE CARVALHO","DEM","CE","DEPUTADO FEDERAL",60000000247
"SAMARA NUNES DA SILVA","DEM","CE","DEPUTADO FEDERAL",60000000248
"IDEMAR LOIOLA CITÓ","DEM","CE","DEPUTADO FEDERAL",60000000249
"MARCO ANTÔNIO BARROSO PRADO","DEM","CE","DEPUTADO FEDERAL",60000000250
"FRANCISCO EVANDRO DE CARVALHO","PPS","CE","DEPUTADO FEDERAL",60000000251
"MARIA NEIDE FILGUEIRA PIANCO PINHEIRO","PPS","CE","DEPUTADO FEDERAL",60000000252
"RAYLLANE ROBERTA ANGELO DA SILVA","PPS","CE","DEPUTADO FEDERAL",60000000253
"ABRAAO LUCIANO DOS SANTOS COSTA","PSDC","CE","DEPUTADO FEDERAL",60000000254
"DIONES DA SILVA MOURA","PSDC","CE","DEPUTADO FEDERAL",60000000255
"FRANCISCO VAIDON OLIVEIRA","PSDC","CE","DEPUTADO FEDERAL",60000000256
"AMILTON ALVES GOMES","PSDC","CE","DEPUTADO FEDERAL",60000000257
"ALIPIO RODRIGUES DE OLIVEIRA NETO","PTN","CE","DEPUTADO FEDERAL",60000000258
"DULCILDO BEZERRA DE OLIVEIRA","PTN","CE","DEPUTADO FEDERAL",60000000259
"ELISANGELA PICANÇO COSTA","PTN","CE","DEPUTADO FEDERAL",60000000260
"FRANCINETE MARQUES DE OLIVEIRA","PTN","CE","DEPUTADO FEDERAL",60000000261
"GILVAN LUIZ PEREIRA","PTN","CE","DEPUTADO FEDERAL",60000000262
"HELOISA CRISTINA GOMES DE BRITO","PTN","CE","DEPUTADO FEDERAL",60000000263
"IBERNON DA PAZ MONTEIRO","PTN","CE","DEPUTADO FEDERAL",60000000264
"JOSE AMERICO BARROS DA ROCHA FILHO","PTN","CE","DEPUTADO FEDERAL",60000000265
"JOSE CELIO GOMES","PTN","CE","DEPUTADO FEDERAL",60000000266
"LUIS LEÃO DA SILVA","PTN","CE","DEPUTADO FEDERAL",60000000267
"MARIA CRISTINA SILVA SANTOS","PTN","CE","DEPUTADO FEDERAL",60000000268
"MEIRIANE DE MORAIS LIMA","PTN","CE","DEPUTADO FEDERAL",60000000269
"RIBAMAR VIANA DA SILVA","PTN","CE","DEPUTADO FEDERAL",60000000270
"MOSES HAENDEL MELO RODRIGUES","PPS","CE","DEPUTADO FEDERAL",60000000271
"ANTONIO ALCYMAR MONTEIRO DOS SANTOS","PSDC","CE","DEPUTADO ESTADUAL",60000000272
"CICERO ANDERSON PALACIO DE CARVALHO","PSDC","CE","DEPUTADO ESTADUAL",60000000273
"FRANCISCO JOSE PEREIRA BRITO","PSDC","CE","DEPUTADO ESTADUAL",60000000274
"LUÍZ SÉRGIO SOUZA DOS SANTOS","PSDC","CE","DEPUTADO ESTADUAL",60000000275
"FELIPE AGUIAR FONSECA DA MOTA","PPS","CE","DEPUTADO ESTADUAL",60000000276
"MANOEL CASTRO NETO","PPS","CE","DEPUTADO ESTADUAL",60000000277
"FILIPE FACUNDO ALMEIDA DA SILVA","PPS","CE","DEPUTADO ESTADUAL",60000000278
"TOMAZ HOLANDA DE LIMA","PPS","CE","DEPUTADO ESTADUAL",60000000279
"AGRIPINO RODRIGUES GOMES MAGALHÃES","PSDC","CE","DEPUTADO ESTADUAL",60000000280
"ANTONIO VALDENIZO DA COSTA","PSDC","CE","DEPUTADO ESTADUAL",60000000281
"CARLA DE ANDRADE GOMES","PSDC","CE","DEPUTADO ESTADUAL",60000000282
"DIMARÃES NUNES PEREIRA","PSDC","CE","DEPUTADO ESTADUAL",60000000283
"DIMAS MATIAS DA SILVA","PSDC","CE","DEPUTADO ESTADUAL",60000000284
"FERNANDA MATOS DOS SANTOS","PSDC","CE","DEPUTADO ESTADUAL",60000000285
"FRANCISCO CHAGAS SILVESTRE DA SILVA","PSDC","CE","DEPUTADO ESTADUAL",60000000286
"FRANCISCO ELY AGUIAR ALVES","PSDC","CE","DEPUTADO ESTADUAL",60000000287
"FRANCISCO EUGENIO BARBOSA FERREIRA","PSDC","CE","DEPUTADO ESTADUAL",60000000288
"FRANCISCO JOSE DA COSTA","PSDC","CE","DEPUTADO ESTADUAL",60000000289
"JARINA MARIA MOURA DE OLIVEIRA SERRA","PSDC","CE","DEPUTADO ESTADUAL",60000000290
"JOANA DARC BATISTA LIMA","PSDC","CE","DEPUTADO ESTADUAL",60000000291
"LUIZ VALMIR OLIVEIRA CRUZ","PSDC","CE","DEPUTADO ESTADUAL",60000000292
"MARCOS VENILSON FERREIRA DE SOUZA","PSDC","CE","DEPUTADO ESTADUAL",60000000293
"MARIA DILTA DE SOUSA","PSDC","CE","DEPUTADO ESTADUAL",60000000294
"MARIA REGISLENE COSTA DE SOUSA","PSDC","CE","DEPUTADO ESTADUAL",60000000295
"AGAMENON CORREIA GARCEZ","PTN","CE","DEPUTADO ESTADUAL",60000000296
"ALEXANDRA DA CUNHA SA","PTN","CE","DEPUTADO ESTADUAL",60000000297
"ANDREA PEREIRA DA SILVA","PTN","CE","DEPUTADO ESTADUAL",60000000298
"ANTONIO PEDRO COELHO","PTN","CE","DEPUTADO ESTADUAL",60000000299
"AURELIO JOSE JARDIM JERONIMO","PTN","CE","DEPUTADO ESTADUAL",60000000300
"ELENITA SOBRINHO DOS SANTOS","PTN","CE","DEPUTADO ESTADUAL",60000000301
"ELIEZER ALVES BRAUNA","PTN","CE","DEPUTADO ESTADUAL",60000000302
"ESTHER NOGUEIRA QUEIROZ DE ALBUQUERQUE","PTN","CE","DEPUTADO ESTADUAL",60000000303
"FELICIANO PRIMO COSTA FILHO","PTN","CE","DEPUTADO ESTADUAL",60000000304
"FRANCISCA KATIA AUGUSTA FERREIRA","PTN","CE","DEPUTADO ESTADUAL",60000000305
"FRANCISCO DERIVALDO GONCALVES LIMA","PTN","CE","DEPUTADO ESTADUAL",60000000306
"FRANCISCO IRANILDO APOLINARIO GUERRA","PTN","CE","DEPUTADO ESTADUAL",60000000307
"FRANCISCO VIANA SOARES","PTN","CE","DEPUTADO ESTADUAL",60000000308
"GEORGES AUBERT DOS SANTOS FREITAS","PTN","CE","DEPUTADO ESTADUAL",60000000309
"GILBERTO ARAUJO DE FREITAS","PTN","CE","DEPUTADO ESTADUAL",60000000310
"JOAO CARLOS PESSOA SIQUEIRA","PTN","CE","DEPUTADO ESTADUAL",60000000311
"JOSE GENESIO MOREIRA","PTN","CE","DEPUTADO ESTADUAL",60000000312
"JOSE MACEDO DE LIMA","PTN","CE","DEPUTADO ESTADUAL",60000000313
"JOSE SEBASTIÃO GADELHA GUERRA","PTN","CE","DEPUTADO ESTADUAL",60000000314
"JOSE VYTAL ARRUDA LINHARES","PTN","CE","DEPUTADO ESTADUAL",60000000315
"JOSE WALFRIDO MORORÓ MONTEIRO","PTN","CE","DEPUTADO ESTADUAL",60000000316
"JOVANILDO SOBRAL DO NASCIMENTO","PTN","CE","DEPUTADO ESTADUAL",60000000317
"JULIO CESAR COSTA LIMA JUNIOR","PTN","CE","DEPUTADO ESTADUAL",60000000318
"KLEBER SANTANA RAMOS","PTN","CE","DEPUTADO ESTADUAL",60000000319
"LEILA JUNQUEIRA DOS SANTOS","PTN","CE","DEPUTADO ESTADUAL",60000000320
"LUIZ EDUARDO SAMPAIO RABELO","PTN","CE","DEPUTADO ESTADUAL",60000000321
"MAGNO CESAR RODRIGUES DE LEMOS","PTN","CE","DEPUTADO ESTADUAL",60000000322
"MARIA DO CARMO PATRIOLINO","PTN","CE","DEPUTADO ESTADUAL",60000000323
"MARIA DO CARMO PEREIRA TEIXEIRA","PTN","CE","DEPUTADO ESTADUAL",60000000324
"MARIA GOMES MAIA","PTN","CE","DEPUTADO ESTADUAL",60000000325
"ONEIDA PONTES PINHEIRO MILHOME","PTN","CE","DEPUTADO ESTADUAL",60000000326
"RICARDO LAURIANO DE QUEIROZ","PTN","CE","DEPUTADO ESTADUAL",60000000327
"STANLEY DE ARÊA LEÃO","PTN","CE","DEPUTADO ESTADUAL",60000000328
"MARIA DE FATIMA UCHOA","PPS","CE","DEPUTADO ESTADUAL",60000000329
"RAIMUNDO GOMES FARIAS","PPS","CE","DEPUTADO ESTADUAL",60000000330
"LUIZ CARLOS DE ARAUJO DANTAS","PPS","CE","DEPUTADO ESTADUAL",60000000331
"CELIA MARIA DE SOUZA ALVES","PPS","CE","DEPUTADO ESTADUAL",60000000332
"EXPEDITO LEOPOLDO OLIVEIRA JUNIOR","PPS","CE","DEPUTADO ESTADUAL",60000000333
"RAIMUNDO COELHO BEZERRA DE FARIAS FILHO","PPS","CE","DEPUTADO ESTADUAL",60000000334
"FRANCISCA DAS CHAGAS SILVA DE SOUZA","PPS","CE","DEPUTADO ESTADUAL",60000000335
"JOSE AIRTON DOS SANTOS FEITOSA","PDT","CE","DEPUTADO ESTADUAL",60000000336
"FELIPE BRAGA ALBUQUERQUE","PDT","CE","DEPUTADO ESTADUAL",60000000337
"MARIA OSELINA DA SILVA","PDT","CE","DEPUTADO ESTADUAL",60000000338
"ANA CLEIDE PEREIRA GOMES","PDT","CE","DEPUTADO ESTADUAL",60000000339
"JOSE REGIS FREIRE MONTEIRO","PDT","CE","DEPUTADO ESTADUAL",60000000340
"ROGERIO FROTA LEITÃO DOS SANTOS","PDT","CE","DEPUTADO ESTADUAL",60000000341
"ROSÂNGELA BRITO DE ABREU","PDT","CE","DEPUTADO ESTADUAL",60000000342
"FRANCISCO DE ASSIS FERREIRA CHACON","PDT","CE","DEPUTADO ESTADUAL",60000000343
"CAIO DANIEL MENESES LOUREIRO","PDT","CE","DEPUTADO ESTADUAL",60000000344
"RAIMUNDO NONATO FERREIRA ARAGÃO","PDT","CE","DEPUTADO ESTADUAL",60000000345
"RICARDO SEVERINO VALENTIM","PDT","CE","DEPUTADO ESTADUAL",60000000346
"FRANCISCO JOSE ROCHA","PDT","CE","DEPUTADO ESTADUAL",60000000347
"JULIO CESAR MARTINS FILHO","PDT","CE","DEPUTADO ESTADUAL",60000000348
"JOSÉ IRAGUASSÚ TEIXEIRA","PDT","CE","DEPUTADO ESTADUAL",60000000349
"REGIA MONICA GONÇALVES RODRIGUES","PDT","CE","DEPUTADO ESTADUAL",60000000350
"FRANCISCO ERIVANDO DOS SANTOS","PDT","CE","DEPUTADO ESTADUAL",60000000351
"MARCELO PEDROSA VASCONCELLOS","PDT","CE","DEPUTADO ESTADUAL",60000000352
"PAULO DE TARSO MAGALHÃES GUERRA","PDT","CE","DEPUTADO ESTADUAL",60000000353
"GERALDO GOMES DE AZEVEDO FILHO","PDT","CE","DEPUTADO ESTADUAL",60000000354
"RAIMUNDO IVAN VASCONCELOS MOURA","PDT","CE","DEPUTADO ESTADUAL",60000000355
"NIAGARA COSTA DINIZ","PDT","CE","DEPUTADO ESTADUAL",60000000356
"MARIA LUCEILDE MOREIRA","PDT","CE","DEPUTADO ESTADUAL",60000000357
"GEORGE HUGO SILVA MACÁRIO DE BRITO","PDT","CE","DEPUTADO ESTADUAL",60000000358
"EVANDRO SÁ BARRETO LEITÃO","PDT","CE","DEPUTADO ESTADUAL",60000000359
"HEITOR CORREIA FERRER","PDT","CE","DEPUTADO ESTADUAL",60000000360
"FRANCISCA LEONTINA MACIEL DE OLIVEIRA","PDT","CE","DEPUTADO ESTADUAL",60000000361
"JULIO BRIZZI NETO","PDT","CE","DEPUTADO ESTADUAL",60000000362
"FRANCISCO DE ASSIS BARROSO FARIAS","PDT","CE","DEPUTADO ESTADUAL",60000000363
"RENATO DE OLIVEIRA SILVA","PDT","CE","DEPUTADO ESTADUAL",60000000364
"FRANCISCO DE ASSIS CAVALCANTE NOGUEIRA","PDT","CE","DEPUTADO ESTADUAL",60000000365
"INÊS FABÍOLA MACHADO DE ARAÚJO","PDT","CE","DEPUTADO ESTADUAL",60000000366
"VÂNIA MARIA DA SILVA","PDT","CE","DEPUTADO ESTADUAL",60000000367
"MARISTELA MENESCAL LIMA","PDT","CE","DEPUTADO ESTADUAL",60000000368
"AUGUSTO CESAR TAVARES DA SILVA","PSOL","CE","2º SUPLENTE",60000000369
"PAULO GIOVANI ANDRADE RODRIGUES","PSOL","CE","DEPUTADO ESTADUAL",60000000370
"JOSE MACIO ALVES","PSOL","CE","DEPUTADO ESTADUAL",60000000371
"EDILSON ALVES MARTINS PINTO","PSOL","CE","DEPUTADO FEDERAL",60000000372
"LUIZ WASHINGTON LOPES","PSOL","CE","DEPUTADO ESTADUAL",60000000373
"MARYANE PIRES LEITÃO","PSOL","CE","DEPUTADO ESTADUAL",60000000374
"MARIA CECILIA FEITOZA GOMES","PSOL","CE","DEPUTADO FEDERAL",60000000375
"MARCONDES CHAGAS LOPES FEITOSA","PSOL","CE","DEPUTADO ESTADUAL",60000000376
"AILTON CLAECIO LOPES DANTAS","PSOL","CE","GOVERNADOR",60000000377
"MARIA ZELY RAMOS LIMA","PSOL","CE","DEPUTADO ESTADUAL",60000000378
"JOSE LUCIANO MUNIZ LIMA","PSOL","CE","DEPUTADO FEDERAL",60000000379
"LUISA GONÇALVES DA SILVA","PSOL","CE","DEPUTADO FEDERAL",60000000380
"LUIZA DA SILVA VERAS","PSOL","CE","DEPUTADO ESTADUAL",60000000381
"FRANCISCO DEMONTIEUX FERNANDES","PSOL","CE","DEPUTADO ESTADUAL",60000000382
"PAULO ALBERTO LIMA VIANA","PSOL","CE","DEPUTADO FEDERAL",60000000383
"FRANCISCO ROBERTO DE SOUSA","PSOL","CE","DEPUTADO ESTADUAL",60000000384
"VALDIR BARBOSA DE MEDEIROS","PSOL","CE","DEPUTADO FEDERAL",60000000385
"NAGEL SILVA DA CUNHA","PSOL","CE","DEPUTADO FEDERAL",60000000386
"FRANCISCO MURILO ANDRADE BRAGA","PSOL","CE","DEPUTADO ESTADUAL",60000000387
"JERONIMO BRITO ARAGAO","PSOL","CE","DEPUTADO ESTADUAL",60000000388
"JOÃO ALFREDO TELLES MELO","PSOL","CE","DEPUTADO ESTADUAL",60000000389
"PEDRO WILSON DE SOUSA OLIVEIRA","PSOL","CE","DEPUTADO FEDERAL",60000000390
"SORAYA VANINI TUPINAMBA","PSOL","CE","DEPUTADO FEDERAL",60000000391
"JOAQUIM HELANO PAIVA","PSOL","CE","DEPUTADO ESTADUAL",60000000392
"LUIZ ALBERTO DE QUEIROZ LIMA","PSOL","CE","DEPUTADO ESTADUAL",60000000393
"MARIA DA CONCEIÇÃO DOS SANTOS","PSOL","CE","DEPUTADO ESTADUAL",60000000394
"JOSÉ ERNESTO RODRIGUES SALES","PSOL","CE","DEPUTADO FEDERAL",60000000395
"EMERSON GONÇALVES PARENTE","PSOL","CE","DEPUTADO ESTADUAL",60000000396
"FRANCILENE CÂNDIDO DOS SANTOS","PSOL","CE","DEPUTADO FEDERAL",60000000397
"ERINALDO MATOS DA SILVA","PSOL","CE","DEPUTADO FEDERAL",60000000398
"IZAURA DE OLIVEIRA NETA","PSOL","CE","DEPUTADO ESTADUAL",60000000399
"MARIA DE FATIMA OLIVEIRA SILVA","PSOL","CE","DEPUTADO ESTADUAL",60000000400
"MARIA AGLAIR GONZAGA LUCENA","PSOL","CE","DEPUTADO ESTADUAL",60000000401
"ADELITA MONTEIRO NUNES","PSOL","CE","DEPUTADO FEDERAL",60000000402
"FRANCISCO RIBEIRO TORRES","PSOL","CE","DEPUTADO FEDERAL",60000000403
"RAIMUNDO ALDECIO SOUSA FERREIRA","PSOL","CE","DEPUTADO ESTADUAL",60000000404
"FRANCISCO FRANCIMAR CANDIDO DE SOUSA","PSOL","CE","DEPUTADO ESTADUAL",60000000405
"RENATO ROSENO DE OLIVEIRA","PSOL","CE","DEPUTADO ESTADUAL",60000000406
"MARIA RUTH MOTA RIBEIRO","PSOL","CE","DEPUTADO ESTADUAL",60000000407
"VANIA MARIA VASCONCELOS DE CASTRO","PSOL","CE","DEPUTADO ESTADUAL",60000000408
"GLEIDIANO GOMES DA SILVA","PSOL","CE","DEPUTADO ESTADUAL",60000000409
"ANTONIO ERONILDO MOREIRA DA SILVA","PSOL","CE","DEPUTADO ESTADUAL",60000000410
"LEONARDO LIMA VASCONCELOS CARNEIRO","PSOL","CE","DEPUTADO ESTADUAL",60000000411
"PAULO SERGIO LISBOA CAVALCANTE","PSOL","CE","DEPUTADO ESTADUAL",60000000412
"JOÃO PAULO ALVES ARAÚJO","PSOL","CE","DEPUTADO ESTADUAL",60000000413
"FRANCISCO JOSÉ GOMES","PSOL","CE","DEPUTADO FEDERAL",60000000414
"JAMYLLE MARTINS TEIXEIRA","PSOL","CE","DEPUTADO ESTADUAL",60000000415
"ANTONIO HILDEGARDIS FERREIRA","PSOL","CE","DEPUTADO ESTADUAL",60000000416
"JULÇARA CAVALCANTE CRUZ","PSOL","CE","DEPUTADO ESTADUAL",60000000417
"BENEDITO OLIVEIRA VIANA","PCB","CE","VICE-GOVERNADOR",60000000418
"JOSÉ OSCAR ALEXANDRE GOMES","PCB","CE","DEPUTADO ESTADUAL",60000000419
"CYNARA SIQUEIRA PESSOA","PCB","CE","DEPUTADO ESTADUAL",60000000420
"FRANCISCO ROBERTO DOS SANTOS","PCB","CE","DEPUTADO FEDERAL",60000000421
"RAQUEL DIAS ARAUJO","PSTU","CE","SENADOR",60000000422
"EDSON XAVIER FERREIRA","PSTU","CE","DEPUTADO FEDERAL",60000000423
"FAUSTO PINHEIRO PEDROSA NETO","PSTU","CE","DEPUTADO FEDERAL",60000000424
"FERNANDO LUIZ LIMA SARAIVA","PSTU","CE","DEPUTADO FEDERAL",60000000425
"FRANCISCO DAS CHAGAS GONZAGA","PSTU","CE","DEPUTADO FEDERAL",60000000426
"GERALDO MANO MAGELA FILHO","PSTU","CE","DEPUTADO FEDERAL",60000000427
