nome,partido,uf,cargo,sequencial
"ROSELI OLIVEIRA DOS SANTOS",PR,RJ,"DEPUTADO ESTADUAL",190000001746
"TEREZINHA DA PAIXAO RODRIGUES PEREIRA SARMENTO",PR,RJ,"DEPUTADO ESTADUAL",190000001745
"ELIZABETH BRASIL DE ANDRADE LAGOEIRO JORGE",PR,RJ,"DEPUTADO ESTADUAL",190000001744
"SILVIO OLIVEIRA DA CONCEIÇÃO",PR,RJ,"DEPUTADO ESTADUAL",190000001743
"WAGNER PAULO CORREA AVELAR",PR,RJ,"DEPUTADO ESTADUAL",190000001742
"MAGNUM ESCORZA SODRE",PR,RJ,"DEPUTADO ESTADUAL",190000001741
"TATHIANE DA CONCEICAO LACERDA CUSTÓDIO",PR,RJ,"DEPUTADO ESTADUAL",190000001740
"PAULO CESAR VALERIO",PR,RJ,"DEPUTADO ESTADUAL",190000001739
"RICARDO CLEMENTINO DOS SANTOS",PR,RJ,"DEPUTADO ESTADUAL",190000001738
"SAMUEL CORREA DA ROCHA JUNIOR",PR,RJ,"DEPUTADO ESTADUAL",190000001737
"TEREZINHA DE SOUZA",PR,RJ,"DEPUTADO ESTADUAL",190000001736
"SALOMÃO DOS SANTOS CABRAL",PR,RJ,"DEPUTADO ESTADUAL",190000001735
"GUSTAVO REIS FERREIRA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001611
"MARCELO NASCIF SIMÃO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001610
"JORGE SAYED PICCIANI",PMDB,RJ,"DEPUTADO ESTADUAL",190000001609
"FABIO FRANCISCO DA SILVA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001608
"EDSON ALBERTASSI",PMDB,RJ,"DEPUTADO ESTADUAL",190000001607
"ANDRE LUIZ LAZARONI DE MORAES",PMDB,RJ,"DEPUTADO ESTADUAL",190000001606
"TIAGO MOHAMED MONTEIRO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001605
"TEREZINHA BARRANHA SANCHES",PMDB,RJ,"DEPUTADO ESTADUAL",190000001604
"SARA SOUZA DA COSTA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001603
"SALETE GRAICE DE SOUZA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001602
"ROSA MARIA NEGRIN DIOGO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001601
"ROBERT BRUM CORREA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001600
"RODRIGO DRABLE COSTA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001599
"RIVERTON MUSSI RAMOS",PMDB,RJ,"DEPUTADO ESTADUAL",190000001598
"RINEU ROBERTO PUPIN",PMDB,RJ,"DEPUTADO ESTADUAL",190000001597
"RICARDO CORREA DE BARROS",PMDB,RJ,"DEPUTADO ESTADUAL",190000001596
"PAULO ROBERTO BRAZ DA SILVA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001595
"MAURO SERVIO ABREU DE SOUZA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001594
"MARISA RODRIGUES DOS SANTOS MATEUS",PMDB,RJ,"DEPUTADO ESTADUAL",190000001593
"MARIO ANTUNES VIANA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001592
"MARIA JOSÉ DA SILVA ARAUJO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001591
"MARIA JOSE CASSANE SOARES",PMDB,RJ,"DEPUTADO ESTADUAL",190000001590
"MARCOS GARCIA ROIG",PMDB,RJ,"DEPUTADO ESTADUAL",190000001589
"LUIS GUSTAVO MARTINS TROTTA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001588
"LIVIA SILVA OLIVEIRA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001587
"JOSÉ LUIZ NIEMEYER DOS SANTOS FILHO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001586
"JORGE PEREIRA SARAIVA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001585
"JORGE ESTELITA DOS SANTOS",PMDB,RJ,"DEPUTADO ESTADUAL",190000001584
"JERRI CAETANO MIRANDA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001583
"GREIDE MERI FERNANDES DA COSTA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001582
"FUAD JOSÉ MINAIR NETO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001581
"CLAUDIONICE LOMEU",PMDB,RJ,"DEPUTADO ESTADUAL",190000001580
"ATRATINO CORTES COUTINHO NETO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001579
"ANA PAULA CORREA MARQUES RECHUAN",PMDB,RJ,"DEPUTADO ESTADUAL",190000001578
"FRANCISCO ALVES MACHADO NETO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001577
"ELIZABETH PENA NUNES",PMDB,RJ,"DEPUTADO ESTADUAL",190000001576
"LEVI ALVES RODRIGUES DOS SANTOS",PSB,RJ,"DEPUTADO ESTADUAL",190000001699
"WELLINGTON BRITO BRAZILIANO",PSB,RJ,"DEPUTADO ESTADUAL",190000001698
"VALERIA GUIMARAES BINO",PSB,RJ,"DEPUTADO ESTADUAL",190000001697
"JOSE APARECIDO DE OLIVEIRA",PSB,RJ,"DEPUTADO ESTADUAL",190000001696
"JOAQUIM PERAZO RANGEL COSTA",PSB,RJ,"DEPUTADO ESTADUAL",190000001695
"LUIZ CARLOS NUNES DA CRUZ",PSB,RJ,"DEPUTADO ESTADUAL",190000001694
"ISAÍAS GUIMARÃES DEMÓCRITO",PSB,RJ,"DEPUTADO ESTADUAL",190000001693
"MARIA FERNANDES MAIA",PSB,RJ,"DEPUTADO ESTADUAL",190000001692
"MARCELO LUIS SANTOS RIBEIRO",PSB,RJ,"DEPUTADO ESTADUAL",190000001691
"ANTONIO DOS REIS MOREIRA",PSB,RJ,"DEPUTADO ESTADUAL",190000001690
"ISMAEL FERREIRA DA SILVA",PSB,RJ,"DEPUTADO ESTADUAL",190000001689
"CARLOS ALBERTO CORTINES DA HORA",PSB,RJ,"DEPUTADO ESTADUAL",190000001688
"REGINALDO DA SILVA TEIXEIRA JUNIOR",PSB,RJ,"DEPUTADO ESTADUAL",190000001687
"RENATO DE OLINDO",PSB,RJ,"DEPUTADO ESTADUAL",190000001686
"MORÔNI AZEVEDO DE VASCONCELOS",PSB,RJ,"DEPUTADO ESTADUAL",190000001685
"ELTON DA SILVA NEVES",PSB,RJ,"DEPUTADO ESTADUAL",190000001684
"PAULO TEIXEIRA DE SAMPAIO",PSB,RJ,"DEPUTADO ESTADUAL",190000001683
"RICARDO CARLOS DA SILVA",PSB,RJ,"DEPUTADO ESTADUAL",190000001682
"HELIO ALVES BENÍCIO",PSB,RJ,"DEPUTADO ESTADUAL",190000001681
"GUSTAVO CÂNDIDO DA SILVA",PSB,RJ,"DEPUTADO ESTADUAL",190000001680
"ALEX JORGE DE SOUZA VERAS",PSB,RJ,"DEPUTADO ESTADUAL",190000001679
"JOSÉ VALENTE PEREIRA",PSB,RJ,"DEPUTADO ESTADUAL",190000001678
"CARLOS ALBERTO NUNES RESENDE",PSB,RJ,"DEPUTADO ESTADUAL",190000001677
"HYLTON SARCINELLI LUZ",PSB,RJ,"DEPUTADO ESTADUAL",190000001676
"JAILTON NOBREGA LUNGUINHO",PSB,RJ,"DEPUTADO ESTADUAL",190000001675
"FRANCISCO RODRIGUES DE SÁ",PSB,RJ,"DEPUTADO ESTADUAL",190000001674
"MAURO CEZAR DE CASTRO SOARES",PSB,RJ,"DEPUTADO ESTADUAL",190000001673
"MARCELO SANTANA DE ASSIS",PSB,RJ,"DEPUTADO ESTADUAL",190000001672
"JOÃO DIAS JUNIOR",PSB,RJ,"DEPUTADO ESTADUAL",190000001671
"ARTHUR RIOBOO DA COSTA",PSB,RJ,"DEPUTADO ESTADUAL",190000001670
"WANDERSON LUIZ CUNHA NOGUEIRA",PSB,RJ,"DEPUTADO ESTADUAL",190000001669
"ULISSES CERQUEIRA LINHARES",PSB,RJ,"DEPUTADO ESTADUAL",190000001668
"PAULO ROBERTO DA SILVA GOMES",PSB,RJ,"DEPUTADO ESTADUAL",190000001667
"REINALDO DA SILVA VALENTIM",PSB,RJ,"DEPUTADO ESTADUAL",190000001666
"ENEDILSON BARRETO DA SILVA",PSB,RJ,"DEPUTADO ESTADUAL",190000001665
"JOSÉ CARLOS ROBERTO ARRUDA LIMA",PSB,RJ,"DEPUTADO ESTADUAL",190000001664
"ELIZEU DOS SANTOS FELIPE",PSB,RJ,"DEPUTADO ESTADUAL",190000001663
"DANIEL FONSECA DA SILVA",PSB,RJ,"DEPUTADO ESTADUAL",190000001662
"CRISPIM ANDRÉ LOPES BARBOSA",PSB,RJ,"DEPUTADO ESTADUAL",190000001661
"CARLA CRISTINA SIMÕES DA CUNHA DE OLIVEIRA",PSB,RJ,"DEPUTADO ESTADUAL",190000001660
"CLEYTON CARLOS SILBERNAGEL",PSB,RJ,"DEPUTADO ESTADUAL",190000001659
"CIPRIANO NOGUEIRA DA SILVA",PSB,RJ,"DEPUTADO ESTADUAL",190000001658
"CESÁR ZUBICARAY SIMÕES",PSB,RJ,"DEPUTADO ESTADUAL",190000001657
"MONICA GONÇALVES DOS SANTOS",PSB,RJ,"DEPUTADO ESTADUAL",190000001656
"ARMANDO JOSÉ TAVARES FERREIRA",PSB,RJ,"DEPUTADO ESTADUAL",190000001655
"MARCIA FERNANDES LUCAS",PR,RJ,"DEPUTADO ESTADUAL",190000001784
"MARCIA CRISTINA ARAUJO JEOVANI",PR,RJ,"DEPUTADO ESTADUAL",190000001783
"LUCIENE SALVADOR DA SILVA ROCHA",PR,RJ,"DEPUTADO ESTADUAL",190000001782
"LILAN GOMES CIMAS",PR,RJ,"DEPUTADO ESTADUAL",190000001781
"LETICIA RODRIGUES DE BARROS",PR,RJ,"DEPUTADO ESTADUAL",190000001780
"LENILSON PAES RANGEL",PR,RJ,"DEPUTADO ESTADUAL",190000001779
"JUPIRA BORGES DOS SANTOS CARVALHO",PR,RJ,"DEPUTADO ESTADUAL",190000001778
"JOSIAS DA SILVA OLIVEIRA",PR,RJ,"DEPUTADO ESTADUAL",190000001777
"JOSE RAIMUNDO SANTOS E SILVA",PR,RJ,"DEPUTADO ESTADUAL",190000001776
"JOSE EMANOEL ALVES RANGEL",PR,RJ,"DEPUTADO ESTADUAL",190000001775
"GIL MANHÃES VIANNA JUNIOR",PR,RJ,"DEPUTADO ESTADUAL",190000001774
"GERALDO ROBERTO SIQUEIRA DE SOUZA",PR,RJ,"DEPUTADO ESTADUAL",190000001773
"ELISABETH PATRICIA LAGE",PR,RJ,"DEPUTADO ESTADUAL",190000001772
"EDNA MARIA DE VASCONCELOS TELLES",PR,RJ,"DEPUTADO ESTADUAL",190000001771
"WAGNER DO NASCIMENTO",PROS,RJ,"DEPUTADO ESTADUAL",190000001770
"SINESIO DA PAIXAO NOGUEIRA",PROS,RJ,"DEPUTADO ESTADUAL",190000001769
"SILVIA HELENA MELO DA SILVA",PROS,RJ,"DEPUTADO ESTADUAL",190000001768
"SEVERINO PEREIRA DA SILVA",PROS,RJ,"DEPUTADO ESTADUAL",190000001767
"SERGIO DELATOURA BARBOSA",PROS,RJ,"DEPUTADO ESTADUAL",190000001766
"PAUL CECIL NIEMEYER DE ROOY",PROS,RJ,"DEPUTADO ESTADUAL",190000001765
"NORIVAL SOBRAL ORNELLAS",PROS,RJ,"DEPUTADO ESTADUAL",190000001764
"NIZOBERTO CARLOS BARBOSA",PROS,RJ,"DEPUTADO ESTADUAL",190000001763
"MARCO ANTONIO PEREIRA DE FIGUEIREDO",PROS,RJ,"DEPUTADO ESTADUAL",190000001762
"MARCO ANTONIO DE PAIVA",PROS,RJ,"DEPUTADO ESTADUAL",190000001761
"LUIZ ANTONIO ROCHA DE ASSUMPÇÃO FILHO",PROS,RJ,"DEPUTADO ESTADUAL",190000001760
"LUCIO MAURO LIMA DE CASTRO",PROS,RJ,"DEPUTADO ESTADUAL",190000001759
"JULIANA FANT ALVES",PROS,RJ,"DEPUTADO ESTADUAL",190000001758
"JOSENILDO CORREIA GONCALVES",PROS,RJ,"DEPUTADO ESTADUAL",190000001757
"JOSE MARIA DAS NEVES",PROS,RJ,"DEPUTADO ESTADUAL",190000001756
"JORGE DE MIRANDA LIMA FILHO",PROS,RJ,"DEPUTADO ESTADUAL",190000001755
"ILSON TEODORO DE SOUZA",PROS,RJ,"DEPUTADO ESTADUAL",190000001754
"GILMAR CONCEICAO DOS SANTOS",PROS,RJ,"DEPUTADO ESTADUAL",190000001753
"FERNANDO ALBERTO DA COSTA DINIZ",PROS,RJ,"DEPUTADO ESTADUAL",190000001752
"CASSIO MAURICIO CARVALHO DO CARMO PEIXOTO",PROS,RJ,"DEPUTADO ESTADUAL",190000001751
"MAURO FERNANDO MATIAS",PR,RJ,"DEPUTADO ESTADUAL",190000001749
"CARLOS ALBERTO MARQUES NOGUEIRA",PROS,RJ,"DEPUTADO ESTADUAL",190000001750
"PAULO CÉSAR MELO DE SÁ",PMDB,RJ,"DEPUTADO ESTADUAL",190000001616
"MARCOS SOARES GONÇALVES",PEN,RJ,"DEPUTADO ESTADUAL",190000001529
"LAIR DE ALMEIDA SANTOS",PEN,RJ,"DEPUTADO ESTADUAL",190000001522
"JOSÉ ROBERTO FERREIRA DOS SANTOS",PEN,RJ,"DEPUTADO ESTADUAL",190000001521
"JOSE PAULO PEREIRA SOUTO",PEN,RJ,"DEPUTADO ESTADUAL",190000001520
"JORGE LUCENA AGUIAR",PEN,RJ,"DEPUTADO ESTADUAL",190000001519
"JONAS TIAGO DOS SANTOS",PEN,RJ,"DEPUTADO ESTADUAL",190000001518
"ISAAC DA SILVA NASCIMENTO",PEN,RJ,"DEPUTADO ESTADUAL",190000001517
"HELIO ALFREDO TEODORO",PEN,RJ,"DEPUTADO ESTADUAL",190000001516
"FRANCISCO DE ASSIS MUNIZ DE OLIVEIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001515
"FABIO GALDEANO PEREIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001514
"DIVINO JOSE VALENTIM",PEN,RJ,"DEPUTADO ESTADUAL",190000001508
"EVANGIVALDO ALVES DA SILVA",PEN,RJ,"DEPUTADO ESTADUAL",190000001513
"DENISE RANGEL DOS SANTOS",PEN,RJ,"DEPUTADO ESTADUAL",190000001507
"DAMIÃO NEMESIO FERREIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001506
"CIRLENE DE FATIMA FARIAS",PEN,RJ,"DEPUTADO ESTADUAL",190000001505
"CHARLES CARVALHO DE MENDONÇA",PEN,RJ,"DEPUTADO ESTADUAL",190000001504
"BRUNO DA SILVA NASCIMENTO",PEN,RJ,"DEPUTADO ESTADUAL",190000001503
"MARIA DAS GRAÇAS TUZE DE MATOS",PMDB,RJ,"DEPUTADO ESTADUAL",190000001615
"JAIRO SOUZA SANTOS",PMDB,RJ,"DEPUTADO ESTADUAL",190000001613
"JORGE MOREIRA THEODORO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001614
"PEDRO AUGUSTO PALARETI",PMDB,RJ,"DEPUTADO ESTADUAL",190000001612
"EDMILSON JOSÉ VALENTIM DOS SANTOS","PC do B",RJ,"DEPUTADO ESTADUAL",190000001622
"MARIA JOSÉ VITORIANO DA SILVA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001621
"CARINA FRANCO POIRIER",PMDB,RJ,"DEPUTADO ESTADUAL",190000001620
"ROSENVERG REIS DE OLIVEIRA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001619
"WAGNER DOS SANTOS CARNEIRO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001618
"RAFAEL CARNEIRO MONTEIRO PICCIANI",PMDB,RJ,"DEPUTADO ESTADUAL",190000001617
"ROGER GOMES DA SILVA",PEN,RJ,"DEPUTADO ESTADUAL",190000001537
"ROBERTO LIMA BLANCO",PEN,RJ,"DEPUTADO ESTADUAL",190000001536
"REINALDO GONÇALVES DE LUCES FORTES",PEN,RJ,"DEPUTADO ESTADUAL",190000001535
"PAULO AFONSO DA SILVA",PEN,RJ,"DEPUTADO ESTADUAL",190000001534
"NADIA MARTINS VIEIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001533
"MARIO SOUSA DE ALBUQUERQUE",PEN,RJ,"DEPUTADO ESTADUAL",190000001532
"MARIA DA CONCEIÇÃO FERREIRA REIS",PEN,RJ,"DEPUTADO ESTADUAL",190000001531
"MARCOS VINICIUS GOMES NORONHA",PEN,RJ,"DEPUTADO ESTADUAL",190000001530
"MARCIO DA SILVA DO AMARAL",PEN,RJ,"DEPUTADO ESTADUAL",190000001528
"MARCIA BASTOS GUIMARAES",PEN,RJ,"DEPUTADO ESTADUAL",190000001527
"LUIZ VICENTE DOS SANTOS",PEN,RJ,"DEPUTADO ESTADUAL",190000001525
"MARCELO BARBOSA GREGORIO",PEN,RJ,"DEPUTADO ESTADUAL",190000001526
"LUIZ ANTONIO DE SOUZA FERREIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001524
"LUIZ ALEXANDRE COSTA DE SOUSA",PEN,RJ,"DEPUTADO ESTADUAL",190000001523
"EMERSON SANTOS PESSANHA",PEN,RJ,"DEPUTADO ESTADUAL",190000001512
"ELISIANE ARAUJO DA COSTA",PEN,RJ,"DEPUTADO ESTADUAL",190000001511
"EDISON DIAS FERNANDES",PEN,RJ,"DEPUTADO ESTADUAL",190000001510
"DURVAL GOMES DE VASCONCELOS FILHO",PEN,RJ,"DEPUTADO ESTADUAL",190000001509
"PAULO ROBERTO PINHEIRO PINTO",PTB,RJ,"DEPUTADO FEDERAL",190000001464
"MARIA LAURA MONTEZA DE SOUZA CARNEIRO",PTB,RJ,"DEPUTADO FEDERAL",190000001463
"FARID ABRÃO DAVID",PTB,RJ,"DEPUTADO FEDERAL",190000001462
"EDILSON SIMOES DA SILVA",PTB,RJ,"DEPUTADO FEDERAL",190000001461
"CRISTIANE BRASIL FRANCISCO",PTB,RJ,"DEPUTADO FEDERAL",190000001460
"MARCO ANTÔNIO NEVES CABRAL",PMDB,RJ,"DEPUTADO FEDERAL",190000001459
"GALTIER DA SILVA FIGUEIRA FILHO",PMDB,RJ,"DEPUTADO FEDERAL",190000001458
"VANUZA MENDES KNUPP DE ALMEIDA",PMDB,RJ,"DEPUTADO FEDERAL",190000001457
"VALMIR DE ALMEIDA",PMDB,RJ,"DEPUTADO FEDERAL",190000001456
"VALERIA FRAGOSO DE ALBUQUERQUE BASTOS",PP,RJ,"DEPUTADO FEDERAL",190000001455
"SIMAO SESSIM",PP,RJ,"DEPUTADO FEDERAL",190000001454
"ELIANA MARTELOTTA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001575
"DOMINGOS INACIO BRAZÃO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001574
"CARLOS ROBERTO DINAMITE DE OLIVEIRA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001573
"ARISTEU RAPHAEL LIMA DA SILVEIRA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001572
"EDVAN FRANCISCO DE LIMA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001571
"EDIMAR TEIXEIRA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001570
"DOUGLAS REIS BAPTISTA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001569
"DANIELE CRISTINA FIGUEIREDO FONTOURA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001568
"DANIEL MAXIMIANO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001567
"CARLOS ROBERTO DE FIGUEIREDO OSORIO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001566
"CARLOS AUGUSTO DE MELO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001565
"CAIO NOGUEIRA DE MELLO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001564
"BENEDITO ALVES COSTA",PMDB,RJ,"DEPUTADO ESTADUAL",190000001563
"AYLTON NEVES DE MATTOS FILHO",PMDB,RJ,"DEPUTADO ESTADUAL",190000001562
"ANA CLAUDIA DE JESUS BIRAL FERNANDES",PMDB,RJ,"DEPUTADO ESTADUAL",190000001561
"BERNARDO CHIM ROSSI",PMDB,RJ,"DEPUTADO ESTADUAL",190000001560
"LEONARDO JORGE ZACCHE",PEN,RJ,"DEPUTADO ESTADUAL",190000001559
"JOSÉ MARCONDES ARAUJO GENRO",PEN,RJ,"DEPUTADO ESTADUAL",190000001558
"MOISES DA SILVA FERNANDES",PEN,RJ,"DEPUTADO ESTADUAL",190000001557
"MARCOS LEONI CORDEIRO DE MORAES",PEN,RJ,"DEPUTADO ESTADUAL",190000001556
"SÉRGIO ARTUR DO NASCIMENTO",PEN,RJ,"DEPUTADO ESTADUAL",190000001555
"WANDA LÚCIA LOPES LISBOA LIMA",PEN,RJ,"DEPUTADO ESTADUAL",190000001553
"EDINO FIALHO FONSECA",PEN,RJ,"DEPUTADO ESTADUAL",190000001554
"VAGNER DE AGUIAR",PEN,RJ,"DEPUTADO ESTADUAL",190000001551
"MAX MILLER AUGUSTO DE OLIVEIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001552
"SILVANDRO MENDES DA SILVA",PEN,RJ,"DEPUTADO ESTADUAL",190000001550
"CARLOS HENRIQUE DE LIMA",PEN,RJ,"DEPUTADO ESTADUAL",190000001549
"ANTONIO JORGE FERREIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001548
"MANUEL MESSIAS DE SANTANA",PEN,RJ,"DEPUTADO ESTADUAL",190000001547
"MARCOS PAULO SILVA PEREIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001546
"SERGIO FERNANDO ESPOSITO FERREIRA",PEN,RJ,"DEPUTADO ESTADUAL",190000001545
"YURI CORREA DA SILVA",PEN,RJ,"DEPUTADO ESTADUAL",190000001544
"YASMIN VIEIRA MARTINS",PEN,RJ,"DEPUTADO ESTADUAL",190000001543
"VALERIA VIANNA BITENCOURT",PEN,RJ,"DEPUTADO ESTADUAL",190000001542
"TARCISIO BASILIO DE ALMEIDA",PEN,RJ,"DEPUTADO ESTADUAL",190000001541
"SÉRGIO DA SILVA",PEN,RJ,"DEPUTADO ESTADUAL",190000001540
"SILVIO DINIZ DE LACERDA",PEN,RJ,"DEPUTADO ESTADUAL",190000001539
"SIDNEA DA SILVA MERENCIO",PEN,RJ,"DEPUTADO ESTADUAL",190000001538
"ALESSANDRO STOLLER DE NOVAIS",PSB,RJ,"DEPUTADO ESTADUAL",190000001654
"JORGE COUTINHO",PMDB,RJ,"2º SUPLENTE",190000001653
"RONALDO CEZAR COELHO",PSD,RJ,"1º SUPLENTE",190000001652
"CESAR EPITACIO MAIA",DEM,RJ,SENADOR,190000001651
"FRANCISCO OSWALDO NEVES DORNELLES",PP,RJ,VICE-GOVERNADOR,190000001650
"LUIZ FERNANDO DE SOUZA",PMDB,RJ,GOVERNADOR,190000001649
"FABIO ALVES MOUTA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001648
"LUCIANA MARINA DA SILVA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001647
"JOSE ANTONIO AZEVEDO GOMES","PC do B",RJ,"DEPUTADO ESTADUAL",190000001646
"MARTA RIBEIRO DA COSTA COQUITO","PC do B",RJ,"DEPUTADO ESTADUAL",190000001645
"ALTAIR LEONILDO DA SILVA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001644
"ANTONIO ARAUJO FERREIRA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001643
"MAXIMILIANO OLIVEIRA DE SOUZA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001642
"ROSA MARIA DA FONSECA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001641
"MÍRIAN ROSA MALAFAIA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001640
"ESAFAN FONSECA DE SOUZA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001639
"ROSARIA MARIA DE SOUZA SANTOS","PC do B",RJ,"DEPUTADO ESTADUAL",190000001638
"ANTONIO MARCOS ALVES","PC do B",RJ,"DEPUTADO ESTADUAL",190000001637
"NEY DA SILVA DOS SANTOS","PC do B",RJ,"DEPUTADO ESTADUAL",190000001636
"CARLOS ALBERTO MONTEIRO DE ANDRADE","PC do B",RJ,"DEPUTADO ESTADUAL",190000001635
"MARIA GERALDA DA ROCHA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001634
"HELIO TEIXEIRA PEDRENHO","PC do B",RJ,"DEPUTADO ESTADUAL",190000001633
"DANIEL ILIESCU","PC do B",RJ,"DEPUTADO ESTADUAL",190000001632
"CARLOS HENRIQUE SOUZA DA SILVA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001631
"NILCINEI MENDONÇA TEIXEIRA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001630
"ROBSON SILVA FERRARI","PC do B",RJ,"DEPUTADO ESTADUAL",190000001629
"ADOLPHO KONDER HOMEM DE CARVALHO FILHO","PC do B",RJ,"DEPUTADO ESTADUAL",190000001628
"ALAMIR PENNA GONÇALVES","PC do B",RJ,"DEPUTADO ESTADUAL",190000001627
"ROSIMAR ABREU LEAL","PC do B",RJ,"DEPUTADO ESTADUAL",190000001626
"ROSALINA TAVARES IZENTO","PC do B",RJ,"DEPUTADO ESTADUAL",190000001625
"REJANE DE ALMEIDA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001624
"ODETE PEREIRA DA ROCHA","PC do B",RJ,"DEPUTADO ESTADUAL",190000001623
"FRANCISCO DE SOUZA BARBOSA JUNIOR",PSD,RJ,"DEPUTADO FEDERAL",190000001482
"FELIPE LEONE BORNIER DE OLIVEIRA",PSD,RJ,"DEPUTADO FEDERAL",190000001481
"ELAINE RABELLO SOARES",PSD,RJ,"DEPUTADO FEDERAL",190000001480
"EDSON RIBEIRO MAGALHÃES SILVA",PSD,RJ,"DEPUTADO FEDERAL",190000001479
"CRISTIANO PEREIRA MALDONADO",PSD,RJ,"DEPUTADO FEDERAL",190000001478
"CLEBER ANTONIO DA SILVA",PSD,RJ,"DEPUTADO FEDERAL",190000001477
"CARLOS DIAS FILHO",PSD,RJ,"DEPUTADO FEDERAL",190000001476
"AROLDE DE OLIVEIRA",PSD,RJ,"DEPUTADO FEDERAL",190000001475
"ANTONIO PEDRO INDIO DA COSTA",PSD,RJ,"DEPUTADO FEDERAL",190000001474
"ALEXANDRE AUGUSTUS SERFIOTIS",PSD,RJ,"DEPUTADO FEDERAL",190000001473
"ADONIS LOPES DE OLIVEIRA",PSD,RJ,"DEPUTADO FEDERAL",190000001472
"ADEMIR ALVES DE MELO",PSD,RJ,"DEPUTADO FEDERAL",190000001471
"WANDERLEY ALVES DE OLIVEIRA",PTB,RJ,"DEPUTADO FEDERAL",190000001470
"WALNEY DA ROCHA CARVALHO",PTB,RJ,"DEPUTADO FEDERAL",190000001469
"VICTOR BELLO ACCIOLY",PTB,RJ,"DEPUTADO FEDERAL",190000001468
"UBIRAJARA DE MELLO BOSOROY",PTB,RJ,"DEPUTADO FEDERAL",190000001467
"SIMONE CARVALHO TORRES DE OLIVEIRA",PTB,RJ,"DEPUTADO FEDERAL",190000001466
"REGINA LUCIA DE SOUZA FERREIRA",PTB,RJ,"DEPUTADO FEDERAL",190000001465
"ANTONIO GILSON DE OLIVEIRA",PRB,RJ,"DEPUTADO FEDERAL",190000001301
"LILIA ATHAYDE CAVALCANTI DA SILVA",PRB,RJ,"DEPUTADO ESTADUAL",190000001300
"ALEXSANDRA GOMES DO ESPÍRITO SANTO",PRB,RJ,"DEPUTADO ESTADUAL",190000001299
"ENEAS MARIANO DE OLIVEIRA",PRB,RJ,"DEPUTADO ESTADUAL",190000001298
"ANTONIO MUNIZ NETO",PRB,RJ,"DEPUTADO ESTADUAL",190000001297
