nome,partido,uf,cargo,sequencial
"ABNER FERREIRA DO NASCIMENTO",PSC,MG,"DEPUTADO ESTADUAL",130000001833
"EUCLIDES RODRIGUES DOS SANTOS",PEN,MG,"DEPUTADO FEDERAL",130000001832
"MAROLINA ALVES SIQUEIRA",PSOL,MG,"DEPUTADO ESTADUAL",130000001827
"BARTOLOMEU MAXIMO DE FIGUEIREDO",PSOL,MG,"DEPUTADO FEDERAL",130000001826
"HELI FIDELIS",PSOL,MG,"DEPUTADO ESTADUAL",130000001824
"ENEIAS ANTONIO MARTINS",PSOL,MG,"DEPUTADO FEDERAL",130000001823
"ISRAEL PEREIRA DA SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001749
"GILSIMAR ROGERIO PINTO VAZ","PT do B",MG,"DEPUTADO ESTADUAL",130000001748
"EDIVAL FERREIRA DE OLIVEIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001747
"ADENILSON SOARES DOS SANTOS","PT do B",MG,"DEPUTADO ESTADUAL",130000001746
"CELINA PEREIRA RODRIGUES","PT do B",MG,"DEPUTADO ESTADUAL",130000001745
"PATRICIA ROSA DE OLIVEIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001744
"MEIRE MONICA E SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001743
"JULIANA RODRIGUES DE PAULA","PT do B",MG,"DEPUTADO ESTADUAL",130000001742
"WILLIAM VIEIRA BATISTA","PT do B",MG,"DEPUTADO ESTADUAL",130000001741
"WANEZA LAURA RIQUETTI","PT do B",MG,"DEPUTADO ESTADUAL",130000001740
"WALDIR RUFINO DOS SANTOS","PT do B",MG,"DEPUTADO ESTADUAL",130000001739
"WAGNER EDUARDO DA SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001738
"VIRGILIO GOMES DE AGUIAR","PT do B",MG,"DEPUTADO ESTADUAL",130000001737
"VILMO FERREIRA GOMES","PT do B",MG,"DEPUTADO ESTADUAL",130000001736
"VALDIVINO PEREIRA GUIMARAES","PT do B",MG,"DEPUTADO ESTADUAL",130000001734
"UILMA AZEVEDO CARVALHO GOMES","PT do B",MG,"DEPUTADO ESTADUAL",130000001733
"SIMONE PEREIRA DE OLIVEIRA SALES","PT do B",MG,"DEPUTADO ESTADUAL",130000001732
"SILVIO OLIVEIRA DE ANDRADE","PT do B",MG,"DEPUTADO ESTADUAL",130000001731
"SILVANO JOSE MENDES","PT do B",MG,"DEPUTADO ESTADUAL",130000001730
"ROGERIO APARECIDO SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001729
"ROBERTO SILVA JUSTO","PT do B",MG,"DEPUTADO ESTADUAL",130000001728
"RICARDO INACIO GODINHO","PT do B",MG,"DEPUTADO ESTADUAL",130000001727
"RENATA MIRANDA GONÇALVES","PT do B",MG,"DEPUTADO ESTADUAL",130000001726
"RENATA DE FREITAS MACHADO","PT do B",MG,"DEPUTADO ESTADUAL",130000001725
"RAFAEL MARTINS DE SOUZA","PT do B",MG,"DEPUTADO ESTADUAL",130000001724
"PETERSON JAQUES SOARES","PT do B",MG,"DEPUTADO ESTADUAL",130000001723
"PAULO MENDES DOS SANTOS","PT do B",MG,"DEPUTADO ESTADUAL",130000001722
"NILTON ROBERTO DE ASSIS","PT do B",MG,"DEPUTADO ESTADUAL",130000001721
"NILSON TEIXEIRA DE MORAIS","PT do B",MG,"DEPUTADO ESTADUAL",130000001720
"NEUILA SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001719
"NELSON FURTADO EVANGELISTA FILHO","PT do B",MG,"DEPUTADO ESTADUAL",130000001718
"NEILA CRISTINA BARCELOS","PT do B",MG,"DEPUTADO ESTADUAL",130000001717
"MIRIAN SANTOS ROCHA","PT do B",MG,"DEPUTADO ESTADUAL",130000001716
"MILTON TEODORO IRIAS JUNIOR","PT do B",MG,"DEPUTADO ESTADUAL",130000001715
"MARLI DAS GRAÇAS LIMA","PT do B",MG,"DEPUTADO ESTADUAL",130000001714
"MARILEI SANTOS PEREIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001713
"MARIA APARECIDA VILELA DE OLIVEIRA SOARES","PT do B",MG,"DEPUTADO ESTADUAL",130000001712
"MARIA APARECIDA MENDES DE ALMEIDA VELOSO","PT do B",MG,"DEPUTADO ESTADUAL",130000001711
"MARCOS NASCIMENTO DE OLIVEIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001710
"MARCO ANTONIO GRAÇA CAMARA","PT do B",MG,"DEPUTADO ESTADUAL",130000001709
"MÁRCIA OLIVEIRA DE MELO","PT do B",MG,"DEPUTADO ESTADUAL",130000001708
"LUIZ CARLOS DA SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001707
"LUIZ ALBERTO MENEZES BARRETO","PT do B",MG,"DEPUTADO ESTADUAL",130000001706
"LOURDES VITORINO PEREIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001705
"LEONARDO SILVEIRA DE CASTRO PIRES","PT do B",MG,"DEPUTADO ESTADUAL",130000001704
"LEONARDO LUIZ DOS SANTOS","PT do B",MG,"DEPUTADO ESTADUAL",130000001703
"LEIDIMAR PEREIRA DA ROCHA","PT do B",MG,"DEPUTADO ESTADUAL",130000001702
"JUAREZ FRANCISCO TAVARES","PT do B",MG,"DEPUTADO ESTADUAL",130000001701
"JOSE MIGUEL DA CRUZ FILHO","PT do B",MG,"DEPUTADO ESTADUAL",130000001700
"JOSÉ MARIA PEREIRA DE AGUILAR","PT do B",MG,"DEPUTADO ESTADUAL",130000001699
"JOSE MARIA MACEDO FILHO","PT do B",MG,"DEPUTADO ESTADUAL",130000001698
"JOSÉ CAETANO DE ARAÚJO FILHO","PT do B",MG,"DEPUTADO ESTADUAL",130000001697
"JOSE ANTONIO BARBOSA MACEDO","PT do B",MG,"DEPUTADO ESTADUAL",130000001696
"JOÃO GUILHERME FERREIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001695
"JOAO CLEBER LINO","PT do B",MG,"DEPUTADO ESTADUAL",130000001694
"JOÃO BOSCO","PT do B",MG,"DEPUTADO ESTADUAL",130000001693
"JAMIL JANUARIO SOARES","PT do B",MG,"DEPUTADO ESTADUAL",130000001692
"HELIA DE OLIVEIRA VILELA","PT do B",MG,"DEPUTADO ESTADUAL",130000001691
"GERALDO CARLOS DE LIMA","PT do B",MG,"DEPUTADO ESTADUAL",130000001690
"GERALDA SOUZA DA SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001689
"GENIL PEREIRA AGUIAR","PT do B",MG,"DEPUTADO ESTADUAL",130000001688
"CARLOS ROBERTO FERREIRA DA SILVA",PTN,MG,"DEPUTADO ESTADUAL",130000001850
"JOANAS CARDOSO NETO",PPL,MG,"DEPUTADO ESTADUAL",130000001301
"FERNANDO DAMATA PIMENTEL",PT,MG,GOVERNADOR,130000000829
"SEBASTIÃO JOAQUIM VIEIRA",PRP,MG,"DEPUTADO ESTADUAL",130000001548
"JOSE DE FREITAS MAIA",PSDB,MG,"DEPUTADO ESTADUAL",130000000613
"MICHEL IRRTHUM",PRB,MG,"DEPUTADO ESTADUAL",130000001027
"NATAL DONIZETTI CADORINI",PTN,MG,"DEPUTADO ESTADUAL",130000000472
"CARLOS EDUARDO DE ALMEIDA","PC do B",MG,"DEPUTADO ESTADUAL",130000001875
"WILIAM TEIXEIRA RODRIGUES","PC do B",MG,"DEPUTADO FEDERAL",130000000908
"DIMAS FABIANO TOLEDO JÚNIOR",PP,MG,"DEPUTADO FEDERAL",130000000663
"NEUZA MARIA DA TRINDADE SOARES",PSOL,MG,"DEPUTADO ESTADUAL",130000000325
"MARCO ANTONIO DE OLIVEIRA",PSC,MG,"DEPUTADO ESTADUAL",130000001358
"ELOISA RODRIGUES CUNHA",PMDB,MG,"DEPUTADO ESTADUAL",130000001000
"GERALDO SCHUFFNER RODRIGUES",PROS,MG,"DEPUTADO ESTADUAL",130000000939
"CLAUDIO FERREIRA DOS SANTOS",PPL,MG,"DEPUTADO ESTADUAL",130000001311
"ABNER DE NER DINO PEDRA",PSDB,MG,"DEPUTADO FEDERAL",130000001874
"MAÍRA DOS SANTOS CARLOS",PMDB,MG,"DEPUTADO FEDERAL",130000001873
"MARIA DE LOURDES SANTOS VALADARES",DEM,MG,"DEPUTADO FEDERAL",130000000704
"ORLANDO RODRIGUES MONTEIRO","PT do B",MG,"DEPUTADO FEDERAL",130000001104
"EDIVAM TEODORO",PSB,MG,"DEPUTADO FEDERAL",130000001194
"MARCIO PEREIRA DA SILVA",PRB,MG,"DEPUTADO ESTADUAL",130000001024
"JOSÉ LÁZARO DOS REIS",PSDC,MG,"DEPUTADO FEDERAL",130000000523
"CRISTIANE ALVES DA SILVA",PDT,MG,"DEPUTADO ESTADUAL",130000001915
"MARILDA ANTÔNIA DINIZ",PDT,MG,"DEPUTADO ESTADUAL",130000001914
"MATILDE SCHMIDT PAULI",PDT,MG,"DEPUTADO ESTADUAL",130000001913
"ÉVELIN LUCÍLIA DA PIEDADE",PDT,MG,"DEPUTADO FEDERAL",130000001912
"LUCIANE DE OLIVEIRA ARCHETE",PDT,MG,"DEPUTADO ESTADUAL",130000001908
"SEBASTIÃO ANTÔNIO BITENCOURT","PT do B",MG,"DEPUTADO ESTADUAL",130000001782
"NATALICIO TENORIO CAVALCANTI FREITAS LIMA","PT do B",MG,"DEPUTADO ESTADUAL",130000001781
"CARLA FERNANDA TEIXEIRA LIMA",DEM,MG,"DEPUTADO ESTADUAL",130000000600
"ELISMAR FERNANDES PRADO",PT,MG,"DEPUTADO ESTADUAL",130000000955
"JOSUÉ CHRISTIANO GOMES DA SILVA",PMDB,MG,SENADOR,130000000910
"PEDRO JOSE COIMBRA",PMN,MG,"DEPUTADO ESTADUAL",130000001780
"LAEL VIEIRA VARELLA",DEM,MG,"2º SUPLENTE",130000001779
"ALEXANDRE SILVEIRA DE OLIVEIRA",PSD,MG,"1º SUPLENTE",130000001778
"ANTONIO AUGUSTO JUNHO ANASTASIA",PSDB,MG,SENADOR,130000001777
"MARCELA HOEHNE GOULART",PCB,MG,"DEPUTADO FEDERAL",130000001776
"MARIA DO CARMO PAIVA BOY DE SOUZA DANTAS",PCB,MG,"DEPUTADO ESTADUAL",130000001775
"RENATA REGINA DE ABREU RODRIGUES",PCB,MG,"DEPUTADO ESTADUAL",130000001774
"PAULO RAMOS DOS SANTOS",PCB,MG,"DEPUTADO ESTADUAL",130000001773
"JESSICA LEITE NICOLAI",PCB,MG,"DEPUTADO FEDERAL",130000001772
"CLEDIMARCIO SOARES DA SILVA",PCB,MG,"2º SUPLENTE",130000001771
"ADAILTON MOREIRA",PCB,MG,"DEPUTADO ESTADUAL",130000001770
"JOSE FRANCISCO NERES",PCB,MG,"1º SUPLENTE",130000001769
"JOSE AUGUSTO BERNARDES",PCB,MG,"DEPUTADO ESTADUAL",130000001768
"JOÃO MOREIRA FILHO",PCB,MG,"DEPUTADO ESTADUAL",130000001767
"TULIO CESAR DIAS LOPES",PCB,MG,GOVERNADOR,130000001766
"PEDRO RENNO MOREIRA",PCB,MG,"DEPUTADO ESTADUAL",130000001765
"GABRIELA FERREIRA MARRECO",PCB,MG,"DEPUTADO ESTADUAL",130000001764
"THIAGO FERREIRA CAMARGOS",PCB,MG,"DEPUTADO FEDERAL",130000001763
"AGNALDO SILVA ALEXANDRE",PCB,MG,"DEPUTADO ESTADUAL",130000001762
"ROBERTO WILLIAMS MOYSES AUAD",PCB,MG,VICE-GOVERNADOR,130000001761
"PABLO LUIZ DE OLIVEIRA LIMA",PCB,MG,SENADOR,130000001760
"WILLIAN HERCULANO VIEIRA",PCB,MG,"DEPUTADO FEDERAL",130000001759
"FREDERICO FIALHO DE SIQUEIRA",PCB,MG,"DEPUTADO FEDERAL",130000001758
"GERALDO SILVERIO BASTOS",PCB,MG,"DEPUTADO FEDERAL",130000001757
"PATRICK OSORIO DE MELO DOS SANTOS",PCB,MG,"DEPUTADO FEDERAL",130000001755
"CAMILA TAMIRES MOUTINHO DE CASTRO",PCB,MG,"DEPUTADO ESTADUAL",130000001756
"CIRLENE ANICIO DE BRITO",PCB,MG,"DEPUTADO FEDERAL",130000001753
"DANIEL CRISTIANO SOUZA",PCB,MG,"DEPUTADO ESTADUAL",130000001752
"MILVIO MURTA JUNIOR","PT do B",MG,"DEPUTADO ESTADUAL",130000001751
"SILVANA DOS SANTOS MELO","PT do B",MG,"DEPUTADO ESTADUAL",130000001750
"MARCIO LUIZ DA SILVA",PRP,MG,"DEPUTADO ESTADUAL",130000001540
"LUCIANO MOREIRA DIAS",PRP,MG,"DEPUTADO ESTADUAL",130000001539
"LEILA SAID TOTARO LOPES",PRP,MG,"DEPUTADO ESTADUAL",130000001538
"JOSE ALVES RIBEIRO",PRP,MG,"DEPUTADO ESTADUAL",130000001537
"JOAO CARLOS DA SILVA CRUZ",PRP,MG,"DEPUTADO ESTADUAL",130000001535
"HELDO JOSÉ AGUIAR ARMOND",PRP,MG,"DEPUTADO ESTADUAL",130000001534
"GRAZIANO RODRIGUES D OLIVEIRA",PRP,MG,"DEPUTADO ESTADUAL",130000001533
"GISELLE APARECIDA ROCHA",PRP,MG,"DEPUTADO ESTADUAL",130000001532
"GERALDO DE PAULO ANDRADE",PRP,MG,"DEPUTADO ESTADUAL",130000001531
"FRANCISCO MOURAO DOS SANTOS",PRP,MG,"DEPUTADO ESTADUAL",130000001530
"FRANCISCO ASSIS CARVALHO",PRP,MG,"DEPUTADO ESTADUAL",130000001529
"FATIMA TEODOMIRA DA SILVA",PRP,MG,"DEPUTADO ESTADUAL",130000001528
"ERNESTO MARCIO MACHADO DE CARVALHO",PRP,MG,"DEPUTADO ESTADUAL",130000001527
"CLAUDIA REGINA DE ABREU",PRP,MG,"DEPUTADO ESTADUAL",130000001526
"CELSO BORGES",PRP,MG,"DEPUTADO ESTADUAL",130000001525
"CARMEN LUCIA CAETANO",PRP,MG,"DEPUTADO ESTADUAL",130000001524
"ANTONIO TORRES GONCALVES",PRP,MG,"DEPUTADO ESTADUAL",130000001523
"ANTONIO FELICIANO GOMES",PRP,MG,"DEPUTADO ESTADUAL",130000001522
"ANA CANDIDA MOREIRA TALIM",PRP,MG,"DEPUTADO ESTADUAL",130000001521
"MARCION FERREIRA DA SILVA",PEN,MG,"DEPUTADO ESTADUAL",130000001632
"LUCI MACHADO GODOI QUINTÃO",PEN,MG,"DEPUTADO ESTADUAL",130000001630
"LEOPOLDO GRAJEDA FERNANDES",PEN,MG,"DEPUTADO ESTADUAL",130000001629
"LEONARDO PEREIRA GUIMARAES",PEN,MG,"DEPUTADO ESTADUAL",130000001628
"KATIA MARGARIDA DE SOUZA AUSTIN",PEN,MG,"DEPUTADO ESTADUAL",130000001627
"JUVERLÂNDIO RODRIGUES COSTA",PEN,MG,"DEPUTADO ESTADUAL",130000001626
"JONATHAN SANTIAGO COSTA DA SILVA",PEN,MG,"DEPUTADO ESTADUAL",130000001625
"JOÃO DOMINGOS FERRÃO",PEN,MG,"DEPUTADO ESTADUAL",130000001624
"IRACEMA DOS SANTOS FERREIRA LAGES",PEN,MG,"DEPUTADO ESTADUAL",130000001623
"HELI GERALDO DE ANDRADE",PEN,MG,"DEPUTADO ESTADUAL",130000001622
"FREDERICO BORGES DA COSTA",PEN,MG,"DEPUTADO ESTADUAL",130000001621
"FRANCISCO PEREIRA LEMOS",PEN,MG,"DEPUTADO ESTADUAL",130000001620
"FLAVIA ADRIANA FERREIRA DE AZEVEDO",PEN,MG,"DEPUTADO ESTADUAL",130000001619
"FABIANO CESAR GOMES DE ALKMIM",PEN,MG,"DEPUTADO ESTADUAL",130000001618
"ENIR PEREIRA DOS SANTOS",PEN,MG,"DEPUTADO ESTADUAL",130000001617
"ELMIR GONÇALVES DE OLIVEIRA",PEN,MG,"DEPUTADO ESTADUAL",130000001616
"ELISABETH AUGUSTA DOS REIS CHAVES",PEN,MG,"DEPUTADO ESTADUAL",130000001615
"DULCE DE MARILLAC BRAGA",PEN,MG,"DEPUTADO ESTADUAL",130000001614
"DIMAS TADEU RIBEIRO",PEN,MG,"DEPUTADO ESTADUAL",130000001613
"CLEITON XAVIER DA SILVA",PEN,MG,"DEPUTADO ESTADUAL",130000001612
"CIBELE ITABORAY FRADE",PEN,MG,"DEPUTADO ESTADUAL",130000001611
"CHRISTIAN MARCEL SEIXAS DOS SANTOS",PEN,MG,"DEPUTADO ESTADUAL",130000001610
"CELIA CRISTINA SILVA",PEN,MG,"DEPUTADO ESTADUAL",130000001609
"CARLOS EDUARDO DA COSTA ARAUJO",PEN,MG,"DEPUTADO ESTADUAL",130000001608
"CALIXTO ABADIA MARTINS NETO",PEN,MG,"DEPUTADO ESTADUAL",130000001607
"BETANIA DE AQUINO GLIONNA",PEN,MG,"DEPUTADO ESTADUAL",130000001605
"ANTONIO FERNANDO PEREIRA DOS SANTOS",PEN,MG,"DEPUTADO ESTADUAL",130000001604
"ALANDERSON DAMASCENO GOMIDE",PEN,MG,"DEPUTADO ESTADUAL",130000001603
"AINOÃ SILVA CRUZ",PEN,MG,"DEPUTADO ESTADUAL",130000001602
"WELKSON SOUZA MENDES",PHS,MG,"DEPUTADO ESTADUAL",130000001601
"WALLACE ROGESTER DE SOUSA MORAES",PHS,MG,"DEPUTADO ESTADUAL",130000001600
"VERA LÚCIA GOMES DE OLIVEIRA",PHS,MG,"DEPUTADO ESTADUAL",130000001599
"SONIA REGINA TAVARES",PHS,MG,"DEPUTADO ESTADUAL",130000001598
"SERGIO MARCOS APARECIDO TEIXEIRA",PHS,MG,"DEPUTADO ESTADUAL",130000001597
"SERGIO LUIZ DIAS RIBEIRO JUNIOR",PHS,MG,"DEPUTADO ESTADUAL",130000001596
"SEBASTIÃO CAETANO DE ARAÚJO",PHS,MG,"DEPUTADO ESTADUAL",130000001595
"SAMUEL GERALDO BRAGA",PHS,MG,"DEPUTADO ESTADUAL",130000001594
"ROBSON VILELA GOMES",PHS,MG,"DEPUTADO ESTADUAL",130000001593
"REGINALDO PEREIRA ESPINDO",PHS,MG,"DEPUTADO ESTADUAL",130000001592
"PAULO CESAR FERREIRA DOS SANTOS",PHS,MG,"DEPUTADO ESTADUAL",130000001591
"OLIMPIO GUILHERME TOLEDO",PHS,MG,"DEPUTADO ESTADUAL",130000001590
"NILZA DE FÁTIMA ROCHA",PHS,MG,"DEPUTADO ESTADUAL",130000001589
"MARLON GOUVEIA COIMBRA",PHS,MG,"DEPUTADO ESTADUAL",130000001588
"MARIANA GUIMARÃES CANÇADO ROSENDO",PHS,MG,"DEPUTADO ESTADUAL",130000001587
"FABIO JOSE DE OLIVEIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001687
"FABIANA SILVA EVANGELISTA","PT do B",MG,"DEPUTADO ESTADUAL",130000001686
"FABIANA MALTA FERNANDES GUIDO BARBOSA","PT do B",MG,"DEPUTADO ESTADUAL",130000001685
"EUSTAQUIO JANUARIO CORDEIRO DE AZEVEDO","PT do B",MG,"DEPUTADO ESTADUAL",130000001684
"ETELVINA RAMALHO DOS SANTOS BATISTA","PT do B",MG,"DEPUTADO ESTADUAL",130000001683
"EMIDIO ALVES MADEIRA JUNIOR","PT do B",MG,"DEPUTADO ESTADUAL",130000001682
"ELVIRO FERREIRA SAMPAIO","PT do B",MG,"DEPUTADO ESTADUAL",130000001681
"ELISA DIAS MACHADO","PT do B",MG,"DEPUTADO ESTADUAL",130000001680
"EGNALDO ANTONIO GAUDENCIO","PT do B",MG,"DEPUTADO ESTADUAL",130000001678
"EDUARDO DE MORAES TORRES JUNIOR","PT do B",MG,"DEPUTADO ESTADUAL",130000001677
"DOMINGOS SIQUEIRA RAMALHO","PT do B",MG,"DEPUTADO ESTADUAL",130000001676
"DENILSON APARECIDO MARTINS","PT do B",MG,"DEPUTADO ESTADUAL",130000001675
"CLEBERSON RODRIGUES PEREIRA","PT do B",MG,"DEPUTADO ESTADUAL",130000001674
"CELSO TEIXEIRA MARTINS","PT do B",MG,"DEPUTADO ESTADUAL",130000001673
"CELSO DA CUNHA PACHECO","PT do B",MG,"DEPUTADO ESTADUAL",130000001672
"CARMOZINO RODRIGUES DOS REIS","PT do B",MG,"DEPUTADO ESTADUAL",130000001671
"CARLOS ALBERTO SILVA","PT do B",MG,"DEPUTADO ESTADUAL",130000001670
"JUNIA DE JESUS SANTOS ESPINDOLA",PT,MG,"DEPUTADO ESTADUAL",130000001809
"DAVID DA SILVA MARQUES SILVEIRA",DEM,MG,"DEPUTADO FEDERAL",130000001808
"ANDERSON ADAUTO PEREIRA",PRB,MG,"DEPUTADO FEDERAL",130000001807
"ADÃO GOMES FILHO",PTB,MG,"DEPUTADO FEDERAL",130000001806
"THAIS MENEZES REIS",PT,MG,"DEPUTADO ESTADUAL",130000001805
"SARA RAYANNE SILVA AZEVEDO",PSOL,MG,"DEPUTADO FEDERAL",130000001804
"RICARDO BASTOS PERES",PT,MG,"DEPUTADO ESTADUAL",130000001803
"DAVISON CARLOS GOMES SILVA",PEN,MG,"DEPUTADO ESTADUAL",130000001802
"ÉRICA DE SOUZA COLETTI",PSOL,MG,"DEPUTADO ESTADUAL",130000001801
"JOSÉ HUMBERTO SOARES",PSD,MG,"DEPUTADO FEDERAL",130000000719
"NEIDER MOREIRA DE FARIA",PSD,MG,"DEPUTADO ESTADUAL",130000000643
"EDUARDO MACHADO SOUTO",PSD,MG,"DEPUTADO ESTADUAL",130000000588
"WILSON ROBERTO BATISTA",PSD,MG,"DEPUTADO ESTADUAL",130000000560
"ODELMO LEÃO CARNEIRO SOBRINHO",PP,MG,"DEPUTADO FEDERAL",130000000667
"ATACIR VICENTE COSTA",PHS,MG,"DEPUTADO ESTADUAL",130000001555
"APARECIDO ESTEVES DOS SANTOS",PHS,MG,"DEPUTADO ESTADUAL",130000001554
"ANTÔNIO JOSÉ BARBOSA",PHS,MG,"DEPUTADO ESTADUAL",130000001553
"ANTONIO DE MIRANDA SILVA",PHS,MG,"DEPUTADO ESTADUAL",130000001552
"ADRIANA APARECIDA TEODORO",PHS,MG,"DEPUTADO ESTADUAL",130000001551
"ADRIANA LOURENÇO DE BARROS",PHS,MG,"DEPUTADO ESTADUAL",130000001550
"WELLINGTON GOMES DOS SANTOS",PRP,MG,"DEPUTADO ESTADUAL",130000001549
"RONDINELE PEREIRA DE JESUS",PRP,MG,"DEPUTADO ESTADUAL",130000001547
"RONALDO AIRES RODRIGUES DRUMOND",PRP,MG,"DEPUTADO ESTADUAL",130000001546
"RENATO VALADARES SILVA",PRP,MG,"DEPUTADO ESTADUAL",130000001545
"PABLO STARLING BERGAMINI",PRP,MG,"DEPUTADO ESTADUAL",130000001544
"MUCIO BOLIVAR PATARO FONSECA",PRP,MG,"DEPUTADO ESTADUAL",130000001543
"MARIA LUCIA SANTOS",PRP,MG,"DEPUTADO ESTADUAL",130000001542
"MARCUS VINICIUS MORENO ROCHA",PRP,MG,"DEPUTADO ESTADUAL",130000001541
"JULIANA DE CASSIA BENTO BORBA",PTC,MG,"DEPUTADO ESTADUAL",130000001520
"WATUSE PRISCILLA SILVA CASTRO",PSL,MG,"DEPUTADO ESTADUAL",130000001519
"LILIANE ALVES",PTC,MG,"DEPUTADO ESTADUAL",130000001518
"ANA MACEDO DOS SANTOS",PTC,MG,"DEPUTADO ESTADUAL",130000001517
"DIVINO HENRIQUES DOS SANTOS",PTC,MG,"DEPUTADO FEDERAL",130000001461
"CLARA MARTINS CIRINO DOS SANTOS",PTC,MG,"DEPUTADO FEDERAL",130000001460
"CARLOS WAGNER DA SILVA DIAS",PTC,MG,"DEPUTADO FEDERAL",130000001459
"BRUNIELE FERREIRA DA SILVA",PTC,MG,"DEPUTADO FEDERAL",130000001458
"ANTÔNIO CARLOS DE MELO",PTC,MG,"DEPUTADO FEDERAL",130000001457
"ANGELA MARIA CARDOSO FARIAS",PTC,MG,"DEPUTADO FEDERAL",130000001456
"SÔNIA SILVA DIAS",PTC,MG,"DEPUTADO ESTADUAL",130000001455
"RICARDO ANTUNES GOMES DE OLIVEIRA",PTC,MG,"DEPUTADO ESTADUAL",130000001454
"RAUL PINTO AIRES",PTC,MG,"DEPUTADO ESTADUAL",130000001453
"PEDRO GONÇALVES MAGALHÃES JÚNIOR",PTC,MG,"DEPUTADO ESTADUAL",130000001451
"OLINTO DIAS GODINHO",PTC,MG,"DEPUTADO ESTADUAL",130000001450
"MARCELO LUIS DE OLIVEIRA",PTC,MG,"DEPUTADO ESTADUAL",130000001449
"JOICE BÁRBARA SANTOS DE SÁ",PTC,MG,"DEPUTADO ESTADUAL",130000001448
"IVANETE INÁCIO DA COSTA",PTC,MG,"DEPUTADO ESTADUAL",130000001447
"HELIO FRANCISCO DE OLIVEIRA",PTC,MG,"DEPUTADO ESTADUAL",130000001446
"ELI ROBERTO DE VASCONCELOS MATOS",PTC,MG,"DEPUTADO ESTADUAL",130000001445
"MARCILIO DE AGUILAR",PHS,MG,"DEPUTADO ESTADUAL",130000001586
"MANOEL COSTA DOS SANTOS",PHS,MG,"DEPUTADO ESTADUAL",130000001585
"LUIZA ROSA DOS SANTOS",PHS,MG,"DEPUTADO ESTADUAL",130000001584
"LUIZ FERNANDO GOMES DA SILVA",PHS,MG,"DEPUTADO ESTADUAL",130000001583
"LIBIO DE SÁ VIEIRA",PHS,MG,"DEPUTADO ESTADUAL",130000001582
"JOSÉ TIAGO DE CASTRO",PHS,MG,"DEPUTADO ESTADUAL",130000001581
"JOSÉ CARLOS GONÇALVES DE SOUZA",PHS,MG,"DEPUTADO ESTADUAL",130000001580
"JOSE DA SILVA RODRIGUES",PHS,MG,"DEPUTADO ESTADUAL",130000001579
"JOSE AMERICO LEÃO",PHS,MG,"DEPUTADO ESTADUAL",130000001578
"JOÃO OSCAR DE SOUZA COSTA",PHS,MG,"DEPUTADO ESTADUAL",130000001577
"JIMINIANO ILÁRIO DE OLIVEIRA",PHS,MG,"DEPUTADO ESTADUAL",130000001576
"IVALDO RODRIGUES PEREIRA",PHS,MG,"DEPUTADO ESTADUAL",130000001575
"ITALO ATILA DOS SANTOS RIBEIRO",PHS,MG,"DEPUTADO ESTADUAL",130000001574
"ISABEL DA SILVA IRSIGLER",PHS,MG,"DEPUTADO ESTADUAL",130000001573
"HELENICE SOUZA SILVA",PHS,MG,"DEPUTADO ESTADUAL",130000001571
"IGOR DE MATOS MONTEIRO",PHS,MG,"DEPUTADO ESTADUAL",130000001572
"HANDERSON HUARLEY MIRANDA",PHS,MG,"DEPUTADO ESTADUAL",130000001570
"GUILHERME DE SOUZA BARCELOS",PHS,MG,"DEPUTADO ESTADUAL",130000001569
"GLAUCO MARQUES",PHS,MG,"DEPUTADO ESTADUAL",130000001568
"GILVAN GOMES DOS SANTOS",PHS,MG,"DEPUTADO ESTADUAL",130000001567
"GERALDO DONIZETTI DA SILVA",PHS,MG,"DEPUTADO ESTADUAL",130000001566
"FRANCISCO ANISIO PEREIRA",PHS,MG,"DEPUTADO ESTADUAL",130000001565
"ELIAS MARIANO DE MATOS",PHS,MG,"DEPUTADO ESTADUAL",130000001564
"ELCIO DA SOLENIDADE CARDOZO",PHS,MG,"DEPUTADO ESTADUAL",130000001563
"EDIMILSON SANTOS VIANA",PHS,MG,"DEPUTADO ESTADUAL",130000001562
"DÉCIO CAMARGOS DE AGUIAR JUNIOR",PHS,MG,"DEPUTADO ESTADUAL",130000001561
"DIRCEU DOS SANTOS RIBEIRO",PHS,MG,"DEPUTADO ESTADUAL",130000001560
"CLAUDIO DE FARIA MACIEL",PHS,MG,"DEPUTADO ESTADUAL",130000001559
"CARLOS PAVANELLI BATISTA",PHS,MG,"DEPUTADO ESTADUAL",130000001558
"BILL JOSE SOARES","PT do B",MG,"DEPUTADO ESTADUAL",130000001669
